BioSample	Experiment	InsertSize	MBases	MBytes	Run	SRA_Sample	Sample_Name	description	sample_name	sample_title	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	biomaterial_provider	bioproject_id	cell_line	cell_type	dev_stage	disease	sex	tissue_type
SAMD00066437	DRX070428	657	209	143	DRR076584	DRS035198	DRS035198	Sample ID: CAGE_6_E10, Run: 1772-123-074, Well: E10, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_E10	CAGE_6_E10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066438	DRX070429	657	292	200	DRR076585	DRS035199	DRS035199	Sample ID: CAGE_6_E11, Run: 1772-123-074, Well: E11, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_E11	CAGE_6_E11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066439	DRX070430	657	335	229	DRR076586	DRS035200	DRS035200	Sample ID: CAGE_6_E12, Run: 1772-123-074, Well: E12, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_E12	CAGE_6_E12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066440	DRX070431	657	189	131	DRR076587	DRS035201	DRS035201	Sample ID: CAGE_6_F01, Run: 1772-123-074, Well: F01, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_F01	CAGE_6_F01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066441	DRX070432	657	204	141	DRR076588	DRS035202	DRS035202	Sample ID: CAGE_6_F02, Run: 1772-123-074, Well: F02, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_F02	CAGE_6_F02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066442	DRX070433	657	132	91	DRR076589	DRS035203	DRS035203	Sample ID: CAGE_6_F03, Run: 1772-123-074, Well: F03, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_F03	CAGE_6_F03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066443	DRX070434	657	262	180	DRR076590	DRS035204	DRS035204	Sample ID: CAGE_6_F04, Run: 1772-123-074, Well: F04, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_F04	CAGE_6_F04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066444	DRX070435	657	248	171	DRR076591	DRS035205	DRS035205	Sample ID: CAGE_6_F05, Run: 1772-123-074, Well: F05, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_F05	CAGE_6_F05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066445	DRX070436	657	274	189	DRR076592	DRS035206	DRS035206	Sample ID: CAGE_6_F06, Run: 1772-123-074, Well: F06, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_F06	CAGE_6_F06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066446	DRX070437	657	299	206	DRR076593	DRS035207	DRS035207	Sample ID: CAGE_6_F07, Run: 1772-123-074, Well: F07, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_F07	CAGE_6_F07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066447	DRX070438	657	255	176	DRR076594	DRS035208	DRS035208	Sample ID: CAGE_6_F08, Run: 1772-123-074, Well: F08, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_F08	CAGE_6_F08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066448	DRX070439	657	227	157	DRR076595	DRS035209	DRS035209	Sample ID: CAGE_6_F09, Run: 1772-123-074, Well: F09, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_F09	CAGE_6_F09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066449	DRX070440	657	217	149	DRR076596	DRS035210	DRS035210	Sample ID: CAGE_6_F10, Run: 1772-123-074, Well: F10, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_F10	CAGE_6_F10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066450	DRX070441	657	280	193	DRR076597	DRS035211	DRS035211	Sample ID: CAGE_6_F11, Run: 1772-123-074, Well: F11, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_F11	CAGE_6_F11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066451	DRX070442	657	279	192	DRR076598	DRS035212	DRS035212	Sample ID: CAGE_6_F12, Run: 1772-123-074, Well: F12, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_F12	CAGE_6_F12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066452	DRX070443	657	189	131	DRR076599	DRS035213	DRS035213	Sample ID: CAGE_6_G01, Run: 1772-123-074, Well: G01, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_G01	CAGE_6_G01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066453	DRX070444	657	238	165	DRR076600	DRS035214	DRS035214	Sample ID: CAGE_6_G02, Run: 1772-123-074, Well: G02, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_G02	CAGE_6_G02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066454	DRX070445	657	156	108	DRR076601	DRS035215	DRS035215	Sample ID: CAGE_6_G03, Run: 1772-123-074, Well: G03, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_G03	CAGE_6_G03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066455	DRX070446	657	245	169	DRR076602	DRS035216	DRS035216	Sample ID: CAGE_6_G04, Run: 1772-123-074, Well: G04, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_G04	CAGE_6_G04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066456	DRX070447	657	233	161	DRR076603	DRS035217	DRS035217	Sample ID: CAGE_6_G05, Run: 1772-123-074, Well: G05, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_G05	CAGE_6_G05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066457	DRX070448	657	258	178	DRR076604	DRS035218	DRS035218	Sample ID: CAGE_6_G06, Run: 1772-123-074, Well: G06, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_G06	CAGE_6_G06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066458	DRX070449	657	338	232	DRR076605	DRS035219	DRS035219	Sample ID: CAGE_6_G07, Run: 1772-123-074, Well: G07, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_G07	CAGE_6_G07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066459	DRX070450	657	275	190	DRR076606	DRS035220	DRS035220	Sample ID: CAGE_6_G08, Run: 1772-123-074, Well: G08, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_G08	CAGE_6_G08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066460	DRX070451	657	257	177	DRR076607	DRS035221	DRS035221	Sample ID: CAGE_6_G09, Run: 1772-123-074, Well: G09, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_G09	CAGE_6_G09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066461	DRX070452	657	216	149	DRR076608	DRS035222	DRS035222	Sample ID: CAGE_6_G10, Run: 1772-123-074, Well: G10, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_G10	CAGE_6_G10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066462	DRX070453	657	192	133	DRR076609	DRS035223	DRS035223	Sample ID: CAGE_6_G11, Run: 1772-123-074, Well: G11, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_G11	CAGE_6_G11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066463	DRX070454	657	282	195	DRR076610	DRS035224	DRS035224	Sample ID: CAGE_6_G12, Run: 1772-123-074, Well: G12, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_G12	CAGE_6_G12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066464	DRX070455	657	192	133	DRR076611	DRS035225	DRS035225	Sample ID: CAGE_6_H01, Run: 1772-123-074, Well: H01, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_H01	CAGE_6_H01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066465	DRX070456	657	245	169	DRR076612	DRS035226	DRS035226	Sample ID: CAGE_6_H02, Run: 1772-123-074, Well: H02, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_H02	CAGE_6_H02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066466	DRX070457	657	177	123	DRR076613	DRS035227	DRS035227	Sample ID: CAGE_6_H03, Run: 1772-123-074, Well: H03, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_H03	CAGE_6_H03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066467	DRX070458	657	249	173	DRR076614	DRS035228	DRS035228	Sample ID: CAGE_6_H04, Run: 1772-123-074, Well: H04, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_H04	CAGE_6_H04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066468	DRX070459	657	204	141	DRR076615	DRS035229	DRS035229	Sample ID: CAGE_6_H05, Run: 1772-123-074, Well: H05, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_H05	CAGE_6_H05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066469	DRX070460	657	266	184	DRR076616	DRS035230	DRS035230	Sample ID: CAGE_6_H06, Run: 1772-123-074, Well: H06, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_H06	CAGE_6_H06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066470	DRX070461	657	332	229	DRR076617	DRS035231	DRS035231	Sample ID: CAGE_6_H07, Run: 1772-123-074, Well: H07, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_H07	CAGE_6_H07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066471	DRX070462	657	247	172	DRR076618	DRS035232	DRS035232	Sample ID: CAGE_6_H08, Run: 1772-123-074, Well: H08, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_H08	CAGE_6_H08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066472	DRX070463	657	257	178	DRR076619	DRS035233	DRS035233	Sample ID: CAGE_6_H09, Run: 1772-123-074, Well: H09, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_H09	CAGE_6_H09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066473	DRX070464	657	212	147	DRR076620	DRS035234	DRS035234	Sample ID: CAGE_6_H10, Run: 1772-123-074, Well: H10, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_H10	CAGE_6_H10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066474	DRX070465	657	260	180	DRR076621	DRS035235	DRS035235	Sample ID: CAGE_6_H11, Run: 1772-123-074, Well: H11, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_H11	CAGE_6_H11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066475	DRX070466	657	267	185	DRR076622	DRS035236	DRS035236	Sample ID: CAGE_6_H12, Run: 1772-123-074, Well: H12, Cell curation: Red, Timepoint: t00, QC pass: TRUE, Lane7	CAGE_6_H12	CAGE_6_H12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
